trackName,msPlayed,duration_ms,hoursPlayed,Percentage_Listened
Heat Waves,1791461,2388050,0.5,0.75
Heaven Falls / Fall on Me,968368,1202985,0.27,0.8
Heaven Only Knows,555695,1120410,0.15,0.5
Heebiejeebies - Bonus,871967,880640,0.24,0.99
Hella Neck,81200,217283,0.02,0.37
Hello Seattle,160881,334374,0.04,0.48
Her,123219,123208,0.03,1.0
Here (In Your Arms),240546,240547,0.07,1.0
Here Comes The Sun - Remastered 2009,185733,185733,0.05,1.0
Hero,1636398,1942596,0.45,0.84
Herside Story,183760,183760,0.05,1.0
Hey Baby (Drop It to the Floor) (feat. T-Pain),378570,468906,0.11,0.81
Hey Daddy (Daddy's Home),224093,224093,0.06,1.0
Hey Ma,394545,690240,0.11,0.57
Hey Ya!,616296,705639,0.17,0.87
High (feat. Elton John),51887,195160,0.01,0.27
High End (feat. Future & Young Thug),252161,404428,0.07,0.62
High Fashion (feat. Mustard),5217014,6835097,1.45,0.76
High Hopes,190946,190947,0.05,1.0
Higher,332051,980052,0.09,0.34
Higher (feat. iann dior),2243048,2447436,0.62,0.92
Him,1765330,1963000,0.49,0.9
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",6789523,8961680,1.89,0.76
Hit,68110,169787,0.02,0.4
Hit Me Up,480000,480000,0.13,1.0
Hold The Line (feat. A R I Z O N A),490306,515358,0.14,0.95
"Hold You Down (feat. Chris Brown, August Alsina, Future & Jeremih)",182153,586240,0.05,0.31
Hold on to Me,6563,535720,0.0,0.01
Home,1049523,1278260,0.29,0.82
Hood Go Crazy,376805,675120,0.1,0.56
Hookah,670857,809280,0.19,0.83
Hopeless Romantic (feat. Swae Lee),915685,1133715,0.25,0.81
Hot (feat. Gunna),476466,772108,0.13,0.62
Hot In Herre,456480,456480,0.13,1.0
Hot N*gga,152440,389122,0.04,0.39
Hotel (feat. Chris Brown),5512,437760,0.0,0.01
How Do I Breathe,306180,433786,0.09,0.71
How Far I Came (Feat. Roddy Ricch),1353823,1427622,0.38,0.95
How I Move (feat. Lil Baby),5498258,8321892,1.53,0.66
How Many,1531995,2051240,0.43,0.75
Hurricane,9307145,14591220,2.59,0.64
Hypnotized,607590,766560,0.17,0.79
Hypnotized (feat. Akon),188493,188493,0.05,1.0
I,72399,181891,0.02,0.4
I Ain't Perfect (feat. Blxst),424646,424646,0.12,1.0
I Am Yours,480,276575,0.0,0.0
I Dance (feat. Duki & Cuco),3932015,4424328,1.09,0.89
I Deserve (w/ NOS.),3223290,3745757,0.9,0.86
I Don't Fuck With You,765498,853161,0.21,0.9
I Don't Mind (feat. Juicy J),1809502,2771879,0.5,0.65
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,3482,257333,0.0,0.01
I Get the Bag (feat. Migos),614250,699261,0.17,0.88
I Heard You Got Too Litt Last Night,16208,197885,0.0,0.08
I Just Wanna Party,198068,424506,0.06,0.47
I Know How It Feel (feat. Ty Dolla $ign),38429,272729,0.01,0.14
I Know There's Gonna Be (Good Times),4805385,6195038,1.33,0.78
I Know You Want Me (Calle Ocho),824401,948480,0.23,0.87
I Like Dat,11841280,18882630,3.29,0.63
I Like It,21614,695361,0.01,0.03
I Like It Like That (feat. New Boyz),188200,188200,0.05,1.0
I Like Me Better,197436,197437,0.05,1.0
I Like You (A Happier Song) (with Doja Cat),7479802,8677845,2.08,0.86
I Love It (& Lil Pump),383981,511788,0.11,0.75
I Made It (Cash Money Heroes),249546,249547,0.07,1.0
I Miss You,882250,909012,0.25,0.97
I Miss You (feat. Julia Michaels),411248,411496,0.11,1.0
I Miss You (feat. Julia Michaels) - Acoustic,91790,216294,0.03,0.42
I Sip,515142,785744,0.14,0.66
I Tried,287480,287480,0.08,1.0
I Wanna Benz,262306,262307,0.07,1.0
I Want It,1054722,1384912,0.29,0.76
I Want It That Way,686730,853228,0.19,0.8
I Won't Give Up,43962,240166,0.01,0.18
I Wonder,982354,1460640,0.27,0.67
I'll Find You (feat. Tori Kelly),24195,218213,0.01,0.11
I'm Cool With That,4346927,6037056,1.21,0.72
I'm So Paid,263640,263640,0.07,1.0
I'm Sorry,157524,349785,0.04,0.45
I'm The Man,235702,235703,0.07,1.0
I'm Up (feat. Kid Ink & French Montana),32956,201336,0.01,0.16
I.F.L.Y.,165714,165714,0.05,1.0
INTERNET GANGSTER,4582669,5208150,1.27,0.88
INTRO,441848,864000,0.12,0.51
"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)",1658135,2400000,0.46,0.69
Ice Ice Baby,198178,508934,0.06,0.39
Ice Tray,121626,213613,0.03,0.57
If I Ain't Got You,419317,686121,0.12,0.61
If I Tell You,4802450,5793228,1.33,0.83
If I Want It (feat. Yakki Divioshi),537388,537392,0.15,1.0
Ima Boss (feat. Rick Ross),677905,1000960,0.19,0.68
Immortal,167093,509446,0.05,0.33
Impatient,2335524,2455200,0.65,0.95
In My Head,200210,597081,0.06,0.34
In The Dark,2611160,3260821,0.73,0.8
In The Dark (with Jhené Aiko),2901188,3867528,0.81,0.75
In Those Jeans,42065,243307,0.01,0.17
In the End,8670,216880,0.0,0.04
In the Midst of It All,324775,685208,0.09,0.47
In the Moment,338472,400040,0.09,0.85
In the Water (with Quinn XCII),280952,280952,0.08,1.0
Indica,177788,431052,0.05,0.41
Infatuation,68015,265960,0.02,0.26
Insecure,399161,872292,0.11,0.46
Insecurities,1789039,1799031,0.5,0.99
Insomnia,373365,516732,0.1,0.72
Instore,218866,218867,0.06,1.0
Into You (feat. Ashanti),274333,274333,0.08,1.0
Into You (feat. Fabolous),294093,294093,0.08,1.0
Into You (feat. Tamia),599664,1183092,0.17,0.51
Invincible,5073817,6632444,1.41,0.76
Iris,104002,289533,0.03,0.36
Is It Too Much to Ask For (feat. Shiloh),100310,100310,0.03,1.0
Issues,509662,635055,0.14,0.8
It Doesn't Matter,9408815,12142800,2.61,0.77
It Girl,192200,192200,0.05,1.0
It Was A Good Day,5440,260000,0.0,0.02
It's A Vibe,595660,841600,0.17,0.71
It's My Life,224493,224493,0.06,1.0
It's Time,237986,237987,0.07,1.0
Ivy,532739,747573,0.15,0.71
Iz U Down (feat. Tyga),28883,471414,0.01,0.06
Izzo (H.O.V.A.),483001,721881,0.13,0.67
I’m Still Trying,1107802,1420160,0.31,0.78
JAPAN,1332384,1704000,0.37,0.78
JETSKI (feat. Lil Mosey & Lil Tecca),330322,330322,0.09,1.0
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),77983,146419,0.02,0.53
JUMP (feat. YoungBoy Never Broke Again),332422,636279,0.09,0.52
Jackass,143777,143778,0.04,1.0
Jackie Chan,411232,431520,0.11,0.95
Jail,224703,297000,0.06,0.76
Janet,793093,816000,0.22,0.97
"January (feat. Childish Major, Sylvan LaCue & Chris Scholar)",229900,268854,0.06,0.86
Japanese Denim,269768,270847,0.07,1.0
Jealous,557122,669321,0.15,0.83
Jerry Curl (feat. Larry June),194022,194023,0.05,1.0
Jerry Sprunger (with T-Pain),934184,934184,0.26,1.0
Jet Lag,1700,203720,0.0,0.01
Jocelyn Flores,256934,357399,0.07,0.72
John Redcorn,197273,375786,0.05,0.52
Jordan Belfort,350295,415824,0.1,0.84
Jovial,265309,285456,0.07,0.93
Joy To The World,628998,1102865,0.17,0.57
Juice,1070795,1790904,0.3,0.6
Juicy - 2005 Remaster,71680,302760,0.02,0.24
Just A Dream,197668,237800,0.05,0.83
Just A Lil' Thick (She Juicy) (feat. Mystikal & Lil Dicky),4792062,7937826,1.33,0.6
KEKE,292194,303830,0.08,0.96
KIKA,136031,136032,0.04,1.0
Kamikaze,483949,417600,0.13,1.16
Keep Comin' Back,8051845,9037058,2.24,0.89
Keep It 100,218000,214138,0.06,1.02
Keep Your Head Up,189933,189933,0.05,1.0
Keeper (feat. A Boogie Wit da Hoodie),1478432,1866667,0.41,0.79
Kenji,487319,694440,0.14,0.7
Killed Before,1737000,1986363,0.48,0.87
King James,2907366,4157244,0.81,0.7
King Kony,672070,692452,0.19,0.97
Kings & Queens,189986,189987,0.05,1.0
Kiss Kiss (feat. T-Pain),2136,250667,0.0,0.01
Kiss Me Thru The Phone,193385,193387,0.05,1.0
Knock Knock,202806,202807,0.06,1.0
Knock You Down,436412,978561,0.12,0.45
Know Your Worth,362872,362872,0.1,1.0
Kream (feat. Tyga),339451,499881,0.09,0.68
Kung Fu,781344,998400,0.22,0.78
Kyrie,61388,204615,0.02,0.3
L$D,57120,238307,0.02,0.24
L.A. Story (feat. Mike Posner),835643,1040000,0.23,0.8
"LA (feat. Kendrick Lamar, Brandy & James Fauntleroy)",235918,307360,0.07,0.77
LA CANCIÓN,1281317,1455438,0.36,0.88
LEMME FIND OUT,2130117,2542112,0.59,0.84
LET IT RAIN,642772,1107120,0.18,0.58
LOT OF ME,3170698,3716130,0.88,0.85
LOVE. FEAT. ZACARI.,68249,213400,0.02,0.32
LOYAL (feat. Drake),395946,395946,0.11,1.0
LUV - Snakehips Remix,4508540,7387200,1.25,0.61
La La La,221987,220152,0.06,1.01
La La Land (feat. YG),531597,531354,0.15,1.0
Last Day . . .,275666,275668,0.08,1.0
Last Friday Night (T.G.I.F.),1401287,1615131,0.39,0.87
Last Night,1344434,2559480,0.37,0.53
Last One Left (with Roddy Ricch),2045127,2347092,0.57,0.87
Last Train Home,2493972,7117666,0.69,0.35
Latch - Acoustic,223429,223429,0.06,1.0
Late Night,2169083,2612698,0.6,0.83
Late to the Party,809188,1180116,0.22,0.69
Laugh Now Cry Later (feat. Lil Durk),8933419,11505692,2.48,0.78
Law (feat. E-40),514532,514534,0.14,1.0
Lay It on Me,625188,646479,0.17,0.97
Leaf Wraps,2252539,2982560,0.63,0.76
Lean Back,1625714,1979416,0.45,0.82
Lean Like A Cholo,148514,396434,0.04,0.37
Lean On,661049,706244,0.18,0.94
Leave Me (feat. Marc E. Bassy),850214,1026204,0.24,0.83
Leave Me Alone,391274,391274,0.11,1.0
Lemonade,220405,390858,0.06,0.56
Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],65457,181496,0.02,0.36
"Lemonade (feat. Gunna, Don Toliver & NAV)",195428,195429,0.05,1.0
Lemonade - Remix,181495,181496,0.05,1.0
Let Go,717980,1059192,0.2,0.68
Let It Be Known,2541782,3231984,0.71,0.79
Let It Go,671337,1302665,0.19,0.52
Let It Rock,693519,693519,0.19,1.0
"Let Me Go (with Alesso, Florida Georgia Line & watt)",194932,349600,0.05,0.56
Let Me Love You (Until You Learn To Love Yourself),503252,503254,0.14,1.0
Let's Get It (Remix) [feat. 21 Savage],1513147,1726956,0.42,0.88
Let's Groove,1639742,2714560,0.46,0.6
Let's go to Hell,893486,1826184,0.25,0.49
Letter To My Son,507029,661710,0.14,0.77
Letting Go (Dutty Love) featuring Nicki Minaj (feat. Nicki Minaj),230600,230600,0.06,1.0
Level Up,3092442,3235740,0.86,0.96
Levitating (feat. DaBaby),9075357,12386904,2.52,0.73
License to Chill,342288,494241,0.1,0.69
Lick,409029,409032,0.11,1.0
Lies (feat. Ty Dolla $ign & YG),171000,171000,0.05,1.0
Life After You,378047,414426,0.11,0.91
Life Goes On,2665389,2964660,0.74,0.9
Life Goes On (feat. Ty Dolla $ign),808518,969420,0.22,0.83
Lifestyle,768872,1618158,0.21,0.48
Lift Me Up (feat. Future & Young Thug),644589,847652,0.18,0.76
Lift Off,152205,318939,0.04,0.48
Light It Up - Remix,1863473,2159794,0.52,0.86
Lights Out,2983363,4013223,0.83,0.74
Like A G6,361297,433786,0.1,0.83
Like Me (with PnB Rock),333503,381680,0.09,0.87
Lil Favorite (feat. MadeinTYO),4481436,6009443,1.24,0.75
Lil Top,16699937,24889964,4.64,0.67
Liquor Locker,1553912,1806840,0.43,0.86
Little Things (with Quinn XCII & Chelsea Cutler),1523751,1579624,0.42,0.96
Litty (feat. Tory Lanez),1124380,1403075,0.31,0.8
Livin It Up (with Post Malone & A$AP Rocky),7266512,11388978,2.02,0.64
Livin' On A Prayer,249293,249293,0.07,1.0
Living Single,1105384,1105388,0.31,1.0
Locationships,182520,182520,0.05,1.0
Locked out of Heaven,1547838,1867824,0.43,0.83
Lollipop,598666,598666,0.17,1.0
London,408588,408588,0.11,1.0
Long Beach,263564,505558,0.07,0.52
Long Espresso,95142,95143,0.03,1.0
Long Time - Intro,1313707,1482411,0.36,0.89
Look Alive,35556,228000,0.01,0.16
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,222587,0.06,1.0
Look At Me!,126345,126346,0.04,1.0
Lose Control (Featuring JoJo),1071200,1071200,0.3,1.0
Losing You,1421793,1733050,0.39,0.82
Lost,1051675,728028,0.29,1.44
Lost Me,1298699,1447632,0.36,0.9
Love & Loyalty (Believe),384395,760106,0.11,0.51
Love Come Save Me,1577984,2318000,0.44,0.68
Love Galore (feat. Travis Scott),1445197,2200640,0.4,0.66
Love Is Poison,41917,157975,0.01,0.27
Love Lockdown,696,270307,0.0,0.0
Love Me,117013,253440,0.03,0.46
Love On Top,184528,267413,0.05,0.69
Love Sosa,32370,492426,0.01,0.07
Love The Way You Lie,96803,263373,0.03,0.37
Love U Better (feat. Lil Wayne & The-Dream),573285,727520,0.16,0.79
Love You Better (feat. Chris Brown),2391,212727,0.0,0.01
Love in This Club (feat. Young Jeezy),259720,259720,0.07,1.0
Love$ick (feat. A$AP Rocky),1603092,1729440,0.45,0.93
Love's Train,9638614,14429658,2.68,0.67
Lovers And Friends,607601,781800,0.17,0.78
Low (feat. T-Pain),256097,694200,0.07,0.37
Low Life (feat. The Weeknd),329310,940641,0.09,0.35
Lowkey (feat. Roy Woods & 24hrs),1265100,2002760,0.35,0.63
Loyal (feat. Lil Wayne & Tyga),191425,264947,0.05,0.72
Loyal to the Soil (feat. Lil Wayne),352580,721089,0.1,0.49
Lucid Dreams,239835,239836,0.07,1.0
Lucy,794000,712500,0.22,1.11
Lush Life,1425980,1608976,0.4,0.89
Lust,631314,780000,0.18,0.81
MAGIC,2408387,3164084,0.67,0.76
MIDDLE CHILD,10126,427188,0.0,0.02
MONEY ON ME,1383144,2149260,0.38,0.64
MY PYT,238876,473734,0.07,0.5
Made In China,21564,552672,0.01,0.04
Magic (feat. Rivers Cuomo),196133,196133,0.05,1.0
Magic In The Hamptons (feat. Lil Yachty),337520,493920,0.09,0.68
Magnetised - Acoustic,143760,1168748,0.04,0.12
Magnolia,528579,727248,0.15,0.73
Main Chick (feat. Chris Brown),554803,989065,0.15,0.56
Make It Home,6120,272027,0.0,0.02
Make It Rain,45290,478986,0.01,0.09
Make Me Better,760719,760719,0.21,1.0
Make My Love Go (feat. Sean Paul),72376,211781,0.02,0.34
Make No Sense,334662,891780,0.09,0.38
Make Time,18592,202823,0.01,0.09
Make a Mall,10207871,12227500,2.84,0.83
Make the Most (feat. H.E.R.),9680925,15611123,2.69,0.62
Mama,941584,1463091,0.26,0.64
Man Listen,183920,183920,0.05,1.0
Man Of The Year,736669,864052,0.2,0.85
Man in the Mirror - 2012 Remaster,318680,318680,0.09,1.0
Man's Not Hot,88454,186027,0.02,0.48
Mando (feat. Mozzy),1024830,1024836,0.28,1.0
Mango,191072,191073,0.05,1.0
Mannequin (feat. Lil Tjay),2012509,3371760,0.56,0.6
March Madness,8143154,10762972,2.26,0.76
Mars (feat. Lil Uzi Vert),599586,599592,0.17,1.0
Mask Off,1647,204600,0.0,0.01
Maya,1144345,1663640,0.32,0.69
Maybe She,338180,338182,0.09,1.0
Meant to Be (feat. Florida Georgia Line),218233,327740,0.06,0.67
Meet In Tha Middle (Featuring Bran' Nu),831006,1204335,0.23,0.69
Meet The Moonlight,305607,305607,0.08,1.0
Memories,179147,332000,0.05,0.54
Mesmerize,1006086,1393600,0.28,0.72
Meteor Shower,119746,133787,0.03,0.9
Metropolis,11820,295360,0.0,0.04
Mi Gente,475451,568320,0.13,0.84
MiAMi (feat. Gunna),552834,733410,0.15,0.75
Middle,163638,220573,0.05,0.74
Millidelphia (feat. Swizz Beatz),2190391,3885102,0.61,0.56
Mind of a Real,201618,613388,0.06,0.33
Mirror Maru,3370,242133,0.0,0.01
Miss Independent,464000,464000,0.13,1.0
Mixed Personalities (feat. Kanye West),230400,230400,0.06,1.0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,514800,514800,0.14,1.0
Moana,36942,178217,0.01,0.21
Modern Loneliness,10727,252337,0.0,0.04
Moist,71656,200979,0.02,0.36
Mojito,12585,185008,0.0,0.07
Molly Girl,120147,242696,0.03,0.5
Monday Loop,91504,91505,0.03,1.0
Money Ball,250496,434614,0.07,0.58
Money In The Grave (Drake ft. Rick Ross),2716,205427,0.0,0.01
Money Talk (feat. YoungBoy Never Broke Again),576980,1052478,0.16,0.55
Monica Lewinsky (feat. A Boogie Wit da Hoodie),3787957,6014250,1.05,0.63
Mood (feat. iann dior),2271510,2951046,0.63,0.77
Mood Swings (feat. Lil Tjay),36575,426666,0.01,0.09
Moolah,333580,408054,0.09,0.82
Moonwalk,892584,1831038,0.25,0.49
Moonwalkin (feat. Lil Durk),167850,167851,0.05,1.0
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",588639,588639,0.16,1.0
Morning,631298,1030400,0.18,0.61
Morning Dew,1007428,1185185,0.28,0.85
Motion,612824,955605,0.17,0.64
Motivation,231173,231173,0.06,1.0
MotorSport,793908,922980,0.22,0.86
Movie,5927828,11792781,1.65,0.5
Mr. Blue Sky,303373,303373,0.08,1.0
Mr. Brightside,222973,222587,0.06,1.0
Ms. New Booty,19620,252653,0.01,0.08
Mucho Mango,23800,172394,0.01,0.14
Mulberry Street,1969431,2468378,0.55,0.8
Multiple Flows (with Lil Uzi Vert),1361531,3510825,0.38,0.39
Murmuration,468000,468000,0.13,1.0
Muscle Cars (feat. Keak da Sneak & Turf Talk),387980,1211600,0.11,0.32
Music To My Ears (feat. Tory Lanez),579129,579129,0.16,1.0
Musty,20421,161558,0.01,0.13
My Bad,658020,664404,0.18,0.99
My Friends (feat. Lil Durk),2855546,3005192,0.79,0.95
My House,192190,192191,0.05,1.0
My Nigga,132692,471200,0.04,0.28
My Own Worst Enemy,87850,169027,0.02,0.52
My Storm,1160407,1672944,0.32,0.69
My Type,882765,1087065,0.25,0.81
My Type (feat. City Girls & Jhené Aiko) - Remix,810160,1033884,0.23,0.78
My Way,219159,219160,0.06,1.0
My Way (feat. Monty),13420,213053,0.0,0.06
Myself,1235700,1808320,0.34,0.68
Mystery Lady (feat. Don Toliver),5987579,10508838,1.66,0.57
NO ONE OUTSIDE,230272,230273,0.06,1.0
Na Na,436938,463814,0.12,0.94
Nameless,2030709,2593738,0.56,0.78
Nasty Freestyle (feat.Ty Dolla $ign & Chedda Da Connect) - Remix,1417857,1804896,0.39,0.79
Navajo,388314,388314,0.11,1.0
Need You,1596303,1903726,0.44,0.84
Neon,407076,786321,0.11,0.52
"Neon - Live at the Nokia Theatre, Los Angeles, CA - December 2007",671166,711466,0.19,0.94
Never Forget,110141,187680,0.03,0.59
"Never Recover (Lil Baby & Gunna, Drake)",261789,389464,0.07,0.67
New Flame (feat. Usher & Rick Ross),295977,488454,0.08,0.61
New Level (feat. Future),1787877,3179676,0.5,0.56
New Light,1091953,1739416,0.3,0.63
New Patek,69406,686198,0.02,0.1
"New To You (with Normani, Tinashe & Offset)",2950934,4841808,0.82,0.61
Next Day,2371635,3496262,0.66,0.68
Next to You,443866,443866,0.12,1.0
Ni**as In Paris,535493,657960,0.15,0.81
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],1923111,6633824,0.53,0.29
Nice for What,115860,174545,0.03,0.66
Nightmares (feat. Lil Skies),109203,200213,0.03,0.55
Nine Million Bicycles,78313,197160,0.02,0.4
Ninety,2674521,4213512,0.74,0.63
No Cap,26000,144142,0.01,0.18
No Fear,686381,849265,0.19,0.81
No Guidance (feat. Drake),416144,521280,0.12,0.8
No Handoutz (feat. Yeat),1234072,1805892,0.34,0.68
No Hands (feat. Roscoe Dash & Wale),1237652,1582638,0.34,0.78
No Heart,942821,1410240,0.26,0.67
No Limit,501036,736161,0.14,0.68
No Love,65387,276080,0.02,0.24
No Mediocre (feat. Iggy Azalea),652259,1011065,0.18,0.65
No Mop,1546586,2272231,0.43,0.68
No More Parties - Remix,780857,1735920,0.22,0.45
No More Parties In LA,210739,748826,0.06,0.28
No Problem (feat. Lil Wayne & 2 Chainz),765498,913821,0.21,0.84
No Return (with The Kid LAROI & Lil Durk),203082,337458,0.06,0.6
No Role Modelz,770946,1171948,0.21,0.66
No Scrubs,433500,857600,0.12,0.51
No Sleep,191320,191320,0.05,1.0
No Smoke,185912,640000,0.05,0.29
No Stoppin ft. Blxst,6320702,9236656,1.76,0.68
No Stylist (feat. Drake),384344,384344,0.11,1.0
No Time (feat. Gunna),2153873,2633436,0.6,0.82
No Type,200079,200080,0.06,1.0
Nominated,174788,195349,0.05,0.89
Nonstop,238799,477226,0.07,0.5
Norf Norf,868022,1282120,0.24,0.68
North Face,2474783,2755200,0.69,0.9
Not Afraid,248133,248133,0.07,1.0
Not Coming Back,5688,157928,0.0,0.04
Not Jus Anybody (feat. Future),189878,324076,0.05,0.59
Not Nice,1021942,1418627,0.28,0.72
Not The Boy,419788,419788,0.12,1.0
Not for Long (feat. Trey Songz),7267,215508,0.0,0.03
Nothin I Won't Do,1324684,1417966,0.37,0.93
Nothin' Like Me (feat. Ty Dolla $ign),405150,490026,0.11,0.83
Nothin' on You (feat. Bruno Mars),1073280,1073280,0.3,1.0
Nothing (feat. Eric Bellinger),444530,543672,0.12,0.82
Nothing More To Say (with 6LACK & Donae’o),2845400,4211532,0.79,0.68
Noticed,679413,990000,0.19,0.69
Nowadays (feat. Landon Cube),304796,1427356,0.08,0.21
Numb,146478,510534,0.04,0.29
Numb - Bonus Track,254000,254000,0.07,1.0
Numb Numb Juice,953546,1178617,0.26,0.81
O-o-h Child,197440,197160,0.05,1.0
OMG (feat. will.i.am),461070,1347465,0.13,0.34
OOOWWWEEE,166576,295084,0.05,0.56
ORANGE SODA,1328650,2207994,0.37,0.6
Ocean (feat. Jacquees),614322,658311,0.17,0.93
Off Deez (with J. Cole),4000824,8534320,1.11,0.47
Often,2667377,5976960,0.74,0.45
"Oh I (feat. Jeremih, Young Thug & Sevyn)",427311,635397,0.12,0.67
Ok Ok pt 2,36930,204630,0.01,0.18
Old Fashioned,326338,399808,0.09,0.82
Old Pine,328506,328507,0.09,1.0
Old Streets,407377,633600,0.11,0.64
Old Town Road,113000,113000,0.03,1.0
On Chill (feat. Jeremih),5096685,6849120,1.42,0.74
On It!,253854,253856,0.07,1.0
On Me,2679863,5619822,0.74,0.48
"On Me (Quality Control, Lil Yachty & Young Thug)",216147,216147,0.06,1.0
On One (feat. Ty Dolla Sign & King Marie),197061,389574,0.05,0.51
On The Floor - Radio Edit,230906,230907,0.06,1.0
On The Wing,301213,301213,0.08,1.0
On the Frame,219480,219480,0.06,1.0
On the Gang (feat. Skeme),1294232,1620243,0.36,0.8
On the Set (feat. Tory Lanez),21262500,25949574,5.91,0.82
Once In a While,1000100,1075800,0.28,0.93
Once Upon a Time,92592,234107,0.03,0.4
One Call,516282,782944,0.14,0.66
One Day,279585,904348,0.08,0.31
One Man Can Change The World,509252,509254,0.14,1.0
One More Time,511018,1281428,0.14,0.4
One Time,141079,863468,0.04,0.16
One Time Comin',1560927,2400160,0.43,0.65
One Way (feat. T-Pain) - Bonus,280906,1147828,0.08,0.24
One Wish,910091,3038760,0.25,0.3
"One, Two Step (feat. Missy Elliott)",1076667,1630296,0.3,0.66
OneFineBiddy,2893740,3789283,0.8,0.76
Only Want You,267381,412400,0.07,0.65
Open (feat. Majid Jordan),518871,1139735,0.14,0.46
Open Safe,191170,223939,0.05,0.85
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),246733,413404,0.07,0.6
Oreke,89818,182640,0.02,0.49
Our Song,359885,402214,0.1,0.89
Our Time,688891,689143,0.19,1.0
Out Of Love (feat. Internet Money),1373180,1382373,0.38,0.99
Out On Bail,452258,453090,0.13,1.0
Out Tha Mud,158238,424104,0.04,0.37
Outside,3690062,5502438,1.03,0.67
Outside Today,167092,258210,0.05,0.65
Outstanding,162266,162267,0.05,1.0
Over,674533,700680,0.19,0.96
Over Now (with The Weeknd),210795,210795,0.06,1.0
Overrated,1519081,3085719,0.42,0.49
PIE (feat. Chris Brown),568170,633720,0.16,0.9
PRBLMS,332094,740319,0.09,0.45
PUFFIN ON ZOOTIEZ,1151887,1902263,0.32,0.61
Paid the Fine (feat. Lil Baby & YTB Trench),2219,201547,0.0,0.01
Paint,191773,191773,0.05,1.0
Panama,169420,247293,0.05,0.69
Panda,624997,987044,0.17,0.63
Panini - DaBaby Remix,280521,453120,0.08,0.62
"Panoramic (feat. Sage The Gemini, Show Banga)",250947,319000,0.07,0.79
Paradise,2402364,3203595,0.67,0.75
Paramedic!,438612,438614,0.12,1.0
Paranoia (feat. Gunna & Young Thug),36114,212658,0.01,0.17
Partna In Crime (P.I.C.),125204,138592,0.03,0.9
Party In The U.S.A.,600890,606201,0.17,0.99
Party Like A Rock Star,152110,253400,0.04,0.6
Party Up,390167,537734,0.11,0.73
Passport,197684,197684,0.05,1.0
Patek Water (feat. Offset),685500,1136880,0.19,0.6
Patty Cake,930931,1981100,0.26,0.47
Pay You Back (feat. 21 Savage),1874811,2823156,0.52,0.66
Payphone,961315,1156935,0.27,0.83
Peach,530196,530196,0.15,1.0
Peaches (feat. Daniel Caesar & Giveon),3602707,7130952,1.0,0.51
People I Know,1578819,3246435,0.44,0.49
Perfect,107508,263400,0.03,0.41
Perfect Timing,203765,588387,0.06,0.35
Perkys Callin' (Free Style),742809,992340,0.21,0.75
Perkys Calling,1,233066,0.0,0.0
Peru - Remix,3065452,4299919,0.85,0.71
Peta (feat. Meek Mill),198848,198849,0.06,1.0
Phone Numbers,381958,587308,0.11,0.65
Photograph,5224,258987,0.0,0.02
Photosynthesis,403464,403466,0.11,1.0
Piece Of Streets,232474,406536,0.06,0.57
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",1094938,1171640,0.3,0.93
Pineapple (feat. Gucci Mane & Quavo),356279,436522,0.1,0.82
Pink + White,429291,738064,0.12,0.58
Places + Faces,483438,483441,0.13,1.0
Plain Jane,1100240,1736000,0.31,0.63
Planez,724580,961280,0.2,0.75
Playinwitme (feat. Kehlani),383360,383360,0.11,1.0
Playlist,346461,397844,0.1,0.87
Plug Walk,1556778,1577070,0.43,0.99
Po'ed Up (feat. Gunna),604043,819535,0.17,0.74
Polo & Shell Tops,432130,619800,0.12,0.7
Pompeii,214147,214148,0.06,1.0
Pony,386124,243478,0.11,1.59
Pop Out (feat. Lil Tjay),166560,166640,0.05,1.0
